Name,Ticker,GICS Level 1 Sector,GICS Level 2 Sector,Port. Weight,SedolChk,ISIN,NTM_PE,Est 3-5 Yr EPS Growth,ROE,Operating Margin,P/E using FY1 Est ( Incl. Negative Values ),Dividend Yield,Price to Book,Market Capitalization,Quarter Report Date Standard Deviation - Historical,Quarter Report Date - Historical,Quarter Mean Estimate - Historical,Latest Quarter Mean Estimate,Latest Quarter Actual EPS,PEG using FY1 Est,sed,RIC Code,Company Common Name,GICS Sector Name,GICS Industry Group Name,GICS Sub-Industry Name,Company Market Cap,Price Close,1-day Price PCT Change,2-day Price PCT Change,1 Week Total Return,1 Month Total Return,3 Month Total Return,6 Month Total Return,52 Week Total Return,YTD Total Return,"AVG(TR.Volume(SDate=0D,EDate=0D-29D))",Return On Equity - Mean,P/E (Daily Time Series Ratio),"TR.PRICECLOSE(SDate=0D,Curn=USD)/TR.EPSMEAN(Period=NTM,SDate=0D,Curn=USD)","TR.PRICECLOSE(SDate=0D,Curn=USD)/TR.EPSMEAN(Period=FY2022,SDate=0D,Curn=USD)","TR.PRICECLOSE(SDate=0D,Curn=USD)/TR.BVPSMEAN(Period=NTM,SDate=0D,Curn=USD)","TR.EPSMEAN(Period=NTM,SDate=0D,Curn=USD)/TR.EPSMEAN(Period=NTM,SDate=-60D,Curn=USD)-1","TR.EPSMEAN(Period=CY2022,SDate=0D,Curn=USD)/TR.EPSMEAN(Period=CY2022,SDate=-60D,Curn=USD)-1","TR.EPSMEAN(Period=FY2022,SDate=0D,Curn=USD)/TR.EPSMEAN(Period=FY2019,SDate=0D,Curn=USD)-1",Volatility - 100 days,Dividend yield,Short Interest %,"Relative Valuation P/E, NTM",Earnings Per Share - Mean,Business Description
Ball Corporation,BALL,Materials,Materials,0.03,2073022,US0584981064,15.54,12.7,19.56,10.23,17.5,1.45,2.47,"16,499",0.02,10/31/2024,0.86,0.86,0.91,1.39,2073022,BALL.N,Ball Corp,Materials,Materials,"Metal, Glass & Plastic Containers",16661121458.46,54.99,-1.50,-2.14,-1.31,-11.25,-18.77,-7.80,-3.22,-3.22,824819.73,25.60,29.51,15.56,18.79,2.94,0.02,0.00,0.17,23.49,1.45,2.29,15.59,3.53,"Ball Corporation (Ball) supplies sustainable aluminum packaging solutions for beverage, personal care and household products customers. Its packaging products are produced for a variety of end uses. The Company sell its aluminum packaging products mainly to large, multinational beverage, personal care and household products companies. The Company operates in three segments: Beverage packaging, North and Central America; Beverage packaging, EMEA, and Beverage packaging, South America. The Beverage packaging North and Central America segment manufactures and sells aluminum beverage containers throughout the United States, Canada, and Mexico. The Beverage packaging, EMEA segment manufactures and sells aluminum beverage containers in various countries throughout Europe, as well as Egypt and Turkey. Beverage packaging. The South America segment manufactures and sells aluminum beverage containers in Brazil, Argentina, Paraguay and Chile."
"Tyson Foods, Inc. Class A",TSN,Consumer Staples,Food Beverage & Tobacco,0.03,2909730,US9024941034,15.68,19.0,4.38,2.85,16.4,3.45,1.08,"19,934",0.11,11/12/2024,0.72,0.72,0.92,0.86,2909730,TSN.N,Tyson Foods Inc,Consumer Staples,"Food, Beverage & Tobacco",Packaged Foods & Meats,20647322955.38,57.14,-1.43,-1.62,-1.19,-11.41,-3.32,1.54,9.85,9.85,791065.83,6.20,25.36,15.64,6.54,1.41,0.00,0.00,0.58,20.95,3.50,1.50,15.60,3.65,"Tyson Foods, Inc. is a food company. The Company has a broad portfolio of products and brands, such as Tyson, Jimmy Dean, Hillshire Farm, Ball Park, Wright, Aidells, ibp and State Fair. Its segments include beef, pork, chicken and prepared foods. Beef segment includes its operations related to processing live fed cattle and fabricating dressed beef carcasses into primal and sub-primal meat cuts and case-ready products. Pork segment includes its operations related to processing live market hogs and fabricating pork carcasses into primal and sub-primal cuts and case-ready products. Chicken segment includes its domestic operations related to raising and processing live chickens into, and purchasing raw materials for fresh, frozen and value-added chicken products and sales from specialty products. Prepared foods segment includes its operations related to manufacturing and marketing frozen and refrigerated food products and logistics operations to move products through the supply chain."
"Principal Financial Group, Inc.",PFG,Financials,Insurance,0.03,2803014,US74251V1026,9.18,12.6,5.96,5.93,11.0,3.61,1.58,"17,708",0.09,10/25/2024,2.00,2.00,1.76,0.87,2803014,PFG.OQ,Principal Financial Group Inc,Financials,Insurance,Life & Health Insurance,17774286813.73,77.23,-0.62,-1.42,-0.22,-10.56,-9.32,0.18,1.65,1.65,582440.07,13.20,NULL,9.18,11.88,1.41,0.03,0.00,0.17,22.70,3.69,1.37,9.25,8.41,"Principal Financial Group, Inc. is a global financial company. The Company offers businesses, individuals and institutional clients a range of financial products and services, including retirement, asset management and insurance through its diverse family of financial services companies. The Company's segments include retirement and income solutions, principal asset management, and benefits and protection. The Retirement and Income Solutions segment offers workplace savings and retirement solutions, banking, trust and custodial services, individual variable annuities, and pension risk transfer, among others. The Principal Asset Management segment provides global investment solutions to institutional, retirement, retail and high net worth investors. The Benefits and Protection segment is organized into Specialty Benefits, which provides group dental, group life insurance, group disability insurance, supplemental health products, and individual disability insurance, and life insurance."
Jabil Inc.,JBL,Information Technology,Technology Hardware & Equipment,0.03,2471789,US4663131039,15.65,16.9,60.31,5.18,16.4,0.22,9.41,"16,352",0.02,12/18/2024,1.88,1.88,2.00,0.97,2471789,JBL.N,Jabil Inc,Information Technology,Technology Hardware & Equipment,Electronic Manufacturing Services,16298251169.28,143.76,-1.48,-2.63,-1.31,5.84,20.04,32.33,13.14,13.14,483700.53,62.86,13.79,15.71,19.27,8.58,0.03,0.00,1.50,31.94,0.22,2.60,15.74,9.15,"Jabil Inc. is a provider of manufacturing services and solutions worldwide. The Company provides comprehensive electronics design, production, and product management services to companies in various industries and end markets. It has three segments: Regulated Industries, Intelligent Infrastructure, and Connected Living and Digital Commerce. Its Regulated Industries segment is focused on regulated markets and includes revenues from customers primarily in the automotive and transportation, healthcare and packaging, and renewable energy infrastructure industries. Its Intelligent Infrastructure segment is focused on the modern digital ecosystem including artificial intelligence (AI) infrastructure and includes revenues from customers primarily in the capital equipment, cloud and data center infrastructure, and networking and communications industries. Its Connected Living and Digital Commerce segment is focused on digitalization and automation, including warehouse automation and robotics."
"Steel Dynamics, Inc.",STLD,Materials,Materials,0.03,2849472,US8581191009,12.21,4.8,28.84,16.73,11.5,1.59,1.92,"17,416",0.03,10/17/2024,1.98,1.98,2.05,2.40,2849472,STLD.OQ,Steel Dynamics Inc,Materials,Materials,Steel,17625403071.15,113.80,-1.70,-2.81,-1.68,-21.66,-9.74,-11.80,-2.64,-2.64,632309.63,17.45,10.30,11.96,5.20,1.77,-0.06,0.00,6.23,35.68,1.62,1.98,12.60,9.51,"Steel Dynamics, Inc. is a steel producer and metal recycler in the North America. Its segments include Steel Operations, Metals Recycling Operations, Steel Fabrication Operations and Aluminum Operations. Steel Operations segment consists primarily of steelmaking and various coating operations. Metals Recycling operations segment include both ferrous and nonferrous scrap metal processing, transportation, marketing, brokerage and scrap management services, strategically located primarily in close proximity to its steel mills and other end-user scrap consumers, across the United States, and Central and Northern Mexico. Steel fabrication operations segment include seven new millennium building systems plants that primarily serve the nonresidential construction industry across the United States. The Aluminum Operations includes the recycled aluminum flat rolled products mill being constructed in Columbus, Mississippi, and two satellite recycled aluminum slab centers in Arizona and Mexico."
Genuine Parts Company,GPC,Consumer Discretionary,Consumer Discretionary Distribution & Retail,0.03,2367480,US3724601055,13.64,--,32.14,7.57,14.3,3.41,3.43,"16,108",0.05,10/22/2024,2.42,2.42,1.88,--,2367480,GPC.N,Genuine Parts Co,Consumer Discretionary,Consumer Discretionary Distribution & Retail,Distributors,16261707519.52,115.82,-0.97,-0.63,-0.31,-7.87,-16.41,-14.96,-13.91,-13.91,372598.87,23.63,14.89,13.67,14.16,3.12,-0.15,0.00,0.45,43.23,3.45,2.37,13.82,8.47,"Genuine Parts Company is a global service company specializing in the distribution of automotive and industrial replacement parts. The Company operates through two segments: Automotive Parts Group (Automotive) and Industrial Parts Group (Industrial). Automotive segment distributes replacement parts (other than body parts) for substantially all makes and models of automobiles, trucks, and other vehicles. Industrial segment distributes a wide variety of industrial bearings, mechanical and fluid power transmission equipment, including hydraulic and pneumatic products, material handling components and related parts and supplies. The Company distributes automotive parts, accessories and solutions in North America, Europe and Australasia. Its automotive businesses offer complete inventory, cataloging, marketing, training and other programs for the aftermarket in each of these regions. Its automotive network includes installers, fleet, government, and major accounts."
IDEX Corporation,IEX,Industrials,Capital Goods,0.03,2456612,US45167R1041,24.43,12.0,18.12,22.93,26.5,1.30,4.15,"15,850",0.02,10/30/2024,1.89,1.89,1.90,2.21,2456612,IEX.N,IDEX Corp,Industrials,Capital Goods,Industrial Machinery & Supplies & Components,15985947551.88,208.83,-1.08,-1.95,-0.92,-9.45,-2.33,4.48,-2.58,-2.58,190156.37,14.84,32.32,24.36,25.82,3.72,0.02,0.00,0.39,22.61,1.32,1.80,24.27,8.57,"IDEX Corporation is an applied solutions company. Its segments include Fluid & Metering Technologies (FMT), Health & Science Technologies (HST) and Fire & Safety/Diversified Products (FSDP). The FMT segment designs, produces and distributes positive displacement pumps, valves, small volume provers, flow meters, injectors and other fluid-handling pump modules and systems and provides flow monitoring and other services for the food, chemical, general industrial, water and wastewater, agriculture and energy industries. The HST segment designs, produces and distributes a range of precision fluidics, positive displacement pumps, powder and liquid processing technologies, drying systems, micro-precision components, pneumatic components and sealing solutions, high performance molded and extruded sealing components, and others. The FSDP segment designs, produces and distributes firefighting pumps, valves and controls, rescue tools, lifting bags and other components and systems."
Kimco Realty Corporation,KIM,Real Estate,Equity Real Estate Investment Trusts (REITs),0.03,2491594,US49446R1095,31.90,3.2,6.58,31.81,43.2,4.13,1.49,"15,659",0.02,10/31/2024,0.17,0.17,0.19,13.72,2491594,KIM.N,Kimco Realty Corp,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,15753282481.59,23.23,-0.60,-1.61,-0.85,-8.25,1.04,21.81,14.04,14.04,1463196.40,3.54,42.81,31.87,57.12,1.55,0.15,0.00,-0.47,17.11,4.30,2.41,31.02,0.73,"Kimco Realty Corporation is a real estate investment trust (REIT) and owner and operator of open-air, grocery-anchored shopping centers and mixed-use properties in the United States. The Company's portfolio is primarily concentrated in the first-ring suburbs of the major metropolitan markets, including high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities. Its tenant mix is focused on essential, necessity-based goods and services that drive multiple shopping trips per week. It specializes in shopping center ownership, management, acquisitions, and value-enhancing redevelopment activities. Its properties & leasing services include find available space, signature series, re/development, specialty leasing, leasing programs, acquisitions & dispositions, and preferred equity & mezzanine financing. The Company has interests in approximately 567 United States shopping center properties, aggregating 100.5 million square feet of gross leasable area, located in 30 states."
Masco Corporation,MAS,Industrials,Capital Goods,0.03,2570200,US5745991068,16.43,7.5,--,16.77,17.7,1.60,--,"15,643",0.02,10/29/2024,1.08,1.08,1.08,2.35,2570200,MAS.N,Masco Corp,Industrials,Capital Goods,Building Products,15797133945.46,72.52,-0.96,-1.75,-1.84,-9.98,-13.30,9.59,9.97,9.97,507108.97,652.14,19.30,16.40,19.37,-1381.33,-0.01,0.00,0.69,19.83,1.60,2.01,16.40,4.42,"Masco Corporation is a designer, manufacturer and distributor of home improvement and building products. The Company’s segments include Plumbing Products and Decorative Architectural Products. The Plumbing Products segment includes faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, shower drains, steam shower systems, sinks, kitchen accessories and toilets. Its faucet, bathing and showering products are sold primarily in North America, Europe and China under the brand names DELTA, BRIZO, PEERLESS, HANSGROHE, AXOR, KRAUS, EASY DRAIN, GINGER, NEWPORT BRASS, BRASSTECH and WALTEC. Its Decorative Architectural Products segment includes architectural coatings, including paints, primers, specialty coatings, stains and waterproofing products. These products are sold in North America and South America under the brand names BEHR , KILZ , WHIZZ , Elder & Jenks and other trademarks to do it yourself and professional customers."
"Expeditors International of Washington, Inc.",EXPD,Industrials,Transportation,0.03,2325507,US3021301094,20.50,2.2,27.38,10.11,20.3,1.28,6.58,"15,509",0.07,11/05/2024,1.32,1.32,1.63,9.03,2325507,EXPD.N,Expeditors International of Washington Inc,Industrials,Transportation,Air Freight & Logistics,15596111546.82,110.80,-0.56,-0.42,0.27,-8.36,-15.17,-10.68,-11.84,-11.84,368214.90,32.82,21.61,20.49,12.52,5.78,0.03,0.00,1.56,16.46,1.32,3.35,20.57,5.41,"Expeditors International of Washington, Inc. provides a full suite of global logistics services, offers customers an international network of people and integrated information systems to support the movement and strategic positioning of goods. As a third-party logistics provider, the Company purchases cargo space from carriers, such as airlines, ocean shipping lines and trucking lines, on a volume basis and resells that space to its customers. The Company provides a range of transportation services and customer solutions, such as customs brokerage, order management, time-definite transportation, warehousing and distribution, temperature-controlled transit, cargo insurance, specialized cargo monitoring and tracking, and other customized logistics and consulting solutions. In addition, its Project Cargo unit handles special project shipments that move via a single method or combination of air, ocean, and/or ground transportation."
"Everest Group, Ltd.",EG,Financials,Insurance,0.03,2556868,BMG3223R1088,5.59,0.8,23.26,15.69,6.0,2.15,1.01,"15,466",1.47,10/31/2024,12.10,12.10,14.62,7.41,2556868,EG.N,Everest Group Ltd,Financials,Insurance,Reinsurance,15470141670.75,359.68,-0.08,-0.68,0.09,-7.19,-7.73,-4.63,3.78,3.78,127389.03,16.63,5.62,5.45,14.50,0.85,-0.02,0.00,0.20,25.38,2.22,1.35,5.45,66.00,"Everest Group, Ltd. is a Bermuda-based underwriter. The Company provides property, casualty, and specialty reinsurance and insurance solutions. It operates through two operating segments: Reinsurance and Insurance. The Reinsurance operation writes property and casualty reinsurance and specialty lines of business, on both a treaty and facultative basis, through reinsurance brokers, as well as directly with ceding companies. Business is written in the United States (US), Bermuda, and Ireland offices, as well as through branches in Canada, Singapore, the United Kingdom (UK), and Switzerland. The Insurance operation writes property and casualty insurance directly and through brokers, including for surplus lines, and general agents within the US, Bermuda, Canada, Europe, Singapore, and South America through its offices in the US, Australia, Canada, Chile, Colombia, Mexico, Singapore, the UK, Ireland, and branches located in the UK, the Netherlands, France, Germany, and Spain."
"Super Micro Computer, Inc.",SMCI,Information Technology,Technology Hardware & Equipment,0.03,BRC3N73,US86800U3023,9.72,--,32.47,8.47,10.8,--,3.53,"17,964",0.04,11/06/2024,0.73,0.73,0.75,--,BRC3N73,SMCI.OQ,Super Micro Computer Inc,Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",18726377334.60,30.68,-4.07,-9.07,-5.31,-6.00,-26.32,-62.56,7.93,7.93,20022801.33,26.94,15.43,9.35,61.64,2.80,-0.11,0.00,1.11,131.44,NULL,15.64,9.91,3.28,"Super Micro Computer, Inc. is an application-optimized Total IT solution provider. The Company is a provider of accelerated compute platforms that are comprised of application-optimized server and storage systems for a variety of markets, including enterprise data centers, cloud computing, artificial intelligence (AI), fifth generation (5G) and edge computing. Its Total IT Solutions includes complete servers, storage systems, modular blade servers, blades, workstations, full rack scale solutions, networking devices, server sub-systems, server management and security software. It also provides global support and services to help its customers install, upgrade and maintain their computing infrastructure. Its product categories include servers & storage, building blocks, edge, embedded & telecom, networking, and workstations & gaming products. Its servers & storage includes Rackmount Servers, GPU Servers, Twin Servers and Storage Servers. It operates in the United States, Asia and Europe."
"Tapestry, Inc.",TPR,Consumer Discretionary,Consumer Durables & Apparel,0.03,BF09HX3,US8760301072,13.50,8.6,31.54,19.79,14.2,2.13,5.14,"15,336",0.01,11/07/2024,0.95,0.95,1.02,1.64,BF09HX3,TPR.N,Tapestry Inc,Consumer Discretionary,Consumer Durables & Apparel,"Apparel, Accessories & Luxury Goods",15350064852.50,65.82,-0.08,-0.54,1.68,6.28,40.89,56.03,84.20,84.20,1629530.77,38.20,19.04,13.56,19.02,3.81,0.07,0.00,0.34,38.04,2.13,9.71,13.29,4.86,"Tapestry, Inc. is a house of iconic accessories and lifestyle brands. The Company's global house of brands include Coach, kate spade new york and Stuart Weitzman. Coach brand is a global fashion house of accessories and lifestyle collections. Kate Spade New York is a global lifestyle brand that designs things for the everyday, delivering seasonal collections of handbags, ready-to-wear, jewelry, footwear, gifts, home decor and more. Its products include women's handbags, women's accessories, men's and other products. Women's accessories include small leather goods which includes mini and micro handbags, money pieces, wristlets, pouches and cosmetic cases. Men's includes bag collections, small leather goods, footwear, watches, sunglasses, and ready-to-wear items. Its products are sold to customers through its direct-to-consumer (DTC), wholesale and licensing businesses. Its DTC business includes retail and outlet stores, brand e-commerce sites as well as concession shop-in-shops."
Loews Corporation,L,Financials,Insurance,0.03,2523022,US5404241086,--,--,9.46,13.91,--,0.30,1.06,"18,476",--,11/04/2024,--,--,1.96,--,2523022,L.N,Loews Corp,Financials,Insurance,Property & Casualty Insurance,18441334173.84,84.39,-0.34,-1.02,1.22,-2.70,6.83,13.08,21.66,21.66,372928.93,NULL,11.20,NaN,NaN,NaN,NULL,NULL,NULL,18.46,0.30,0.74,NULL,NULL,"Loews Corporation is a diversified company with businesses in the insurance, energy, hospitality and packaging industries. Its segments consist of individual operating subsidiaries, including CNA Financial Corporation (CNA), Boardwalk Pipeline Partners, LP and Loews Hotels Holding Corporation (Loews Hotels). The CNA segment provides insurance products, such as commercial property and casualty coverage, and its services also include risk management, information services, warranty and claims administration. The CNA segment's commercial property and casualty insurance operations include Specialty, Commercial and International lines of business. The Boardwalk Pipelines segment is engaged in the business of transportation and storage of natural gas and liquids, and hydrocarbons. Boardwalk Pipelines owns and operates approximately 13,455 miles of interconnected natural gas pipelines directly serving customers in 13 states. Loews Hotels segment is engaged in operating a chain of hotels."
Alliant Energy Corporation,LNT,Utilities,Utilities,0.03,2973821,US0188021085,18.41,7.3,10.77,23.42,19.5,3.24,2.18,"15,203",0.02,11/01/2024,1.11,1.11,1.15,2.69,2973821,LNT.OQ,Alliant Energy Corp,Utilities,Utilities,Electric Utilities,15277916487.08,59.33,-0.35,-0.54,0.12,-6.12,-1.46,18.51,19.88,19.88,648806.23,11.08,23.03,18.37,21.21,1.96,0.00,0.00,0.22,16.73,3.24,3.01,18.45,3.23,"Alliant Energy Corporation operates as a regulated investor-owned public utility holding company. The Company's primary focus is to provide regulated electric and natural gas service to its customers in the Midwest through its two public utility subsidiaries: Interstate Power and Light Company (IPL) and Wisconsin Power and Light Company (WPL). Its segments include Utility, and ATC Holdings, Non-utility, Parent and Other. The Utility segment includes the operations of IPL and WPL, which primarily serve retail customers in Iowa and Wisconsin. The Utility segment includes three operations: utility electric operations, utility gas operations and utility other. The ATC Holdings, Non-utility, Parent and Other segment includes the operations of Alliant Energy Finance, LLC (AEF) and its subsidiaries, Corporate Services, the Alliant Energy parent company, and any Alliant Energy parent company consolidating adjustments. AEF is comprised of the Company's interest in ATC Holdings."
"Alexandria Real Estate Equities, Inc.",ARE,Real Estate,Equity Real Estate Investment Trusts (REITs),0.03,2009210,US0152711091,29.59,28.4,0.49,18.44,31.6,5.26,0.92,"16,846",0.02,10/22/2024,0.88,0.88,0.96,1.11,2009210,ARE.N,Alexandria Real Estate Equities Inc,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs,17187868172.65,97.80,-0.56,-1.85,-1.12,-11.28,-17.64,-15.47,-20.36,-20.36,431162.33,3.09,59.64,29.58,27.45,0.85,-0.05,0.00,0.83,22.69,5.40,1.55,30.16,3.31,"Alexandria Real Estate Equities, Inc. is a life science real estate investment trust. The Company is an owner, operator and developer of collaborative life science, agricultural technology (agtech), and advanced technology mega campuses in AAA innovation cluster locations, including Greater Boston, the San Francisco Bay Area, New York City, San Diego, Seattle, Maryland, and Research Triangle. The Company, through its venture capital platform, provides strategic capital to life science, agrifoodtech, climate innovation, and technology companies. Its tenants include multinational pharmaceutical companies; public and private biotechnology companies; life science product, service and medical device companies; digital health, technology, and agtech companies; academic and medical research institutions; United States government research agencies; non-profit organizations, and venture capital firms. It has a Labspace asset base predominantly concentrated in markets with barriers to entry."
"Dollar Tree, Inc.",DLTR,Consumer Staples,Consumer Staples Distribution & Retail,0.03,2272476,US2567461080,12.44,9.2,-12.43,2.28,13.8,--,2.11,"16,078",0.03,12/04/2024,1.07,1.07,1.12,1.51,2272476,DLTR.OQ,Dollar Tree Inc,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Merchandise Retail,16340786101.62,74.77,-1.61,-1.86,1.41,4.91,6.33,-29.97,-47.36,-47.36,1608445.57,15.46,NULL,12.43,13.37,1.71,0.02,0.00,0.02,55.79,NULL,4.45,12.49,6.01,"Dollar Tree, Inc. is an operator of discount variety stores. Its business segments include Dollar Tree and Family Dollar. Dollar Tree segment is the operator of discount variety stores offering merchandise predominantly at the fixed price. Its stores are operating under the brand names Dollar Tree and Dollar Tree Canada. It operates 15 distribution centers in the United States and two in Canada. Dollar Tree stores consists of consumable merchandise, variety merchandise, and seasonal goods. Family Dollar segment operates general merchandise retail discount stores providing customers with a selection of merchandise in convenient neighborhood stores. Family Dollar segment consists of its store operations under the Family Dollar brand and 10 distribution centers. Family Dollar stores consists of consumable merchandise, home products, apparel and accessories merchandise, and seasonal and electronics merchandise. It also owns trademarks, including Family Dollar and Family Dollar Stores."
Avery Dennison Corporation,AVY,Materials,Materials,0.03,2066408,US0536111091,17.82,10.4,24.18,11.42,19.8,1.81,6.29,"15,062",0.02,10/23/2024,2.32,2.32,2.33,1.90,2066408,AVY.N,Avery Dennison Corp,Materials,Materials,Paper & Plastic Packaging Products & Materials,15146102314.63,187.24,-0.67,-1.11,-0.71,-8.69,-14.82,-13.65,-5.90,-5.90,192931.37,32.27,22.48,17.82,19.57,5.12,0.01,0.00,0.46,18.36,1.88,2.31,17.96,10.51,"Avery Dennison Corporation is a materials science and digital identification solutions company. The Company provides a range of branding and information solutions that optimize labor and supply chain efficiency, reduce waste, advance sustainability, circularity and transparency, and connect brands and consumers. Its Materials Group segment manufactures and sells pressure-sensitive label materials, films for graphic and reflective products, performance tapes and other adhesive products for industrial, medical and other applications, as well as fastener solutions. Its Solutions Group segment designs, manufactures and sells a variety of branding and information solutions, including brand and price tickets, tags and labels (including radio-frequency identification (RFID) inlays), and related services, supplies and equipment. It serves an array of industries worldwide, including home and personal care, apparel, e-commerce, logistics, food and grocery, pharmaceuticals and automotive."
Gen Digital Inc.,GEN,Information Technology,Software & Services,0.03,BJN4XN5,US6687711084,11.43,6.8,28.02,31.40,12.4,1.83,8.04,"16,866",0.00,10/31/2024,0.54,0.54,0.54,1.83,BJN4XN5,GEN.OQ,Gen Digital Inc,Information Technology,Software & Services,Systems Software,17038067420.50,27.38,-0.98,-1.72,-1.12,-11.25,0.24,10.62,22.40,22.40,1515130.80,38.83,27.90,11.46,15.75,5.74,0.02,0.00,0.09,23.96,1.83,1.88,11.40,2.39,"Gen Digital Inc. is a global company. The Company offers a range of Cyber Safety brands, including Norton, Avast, LifeLock, Avira, AVG, ReputationDefender, and CCleaner. Its Cyber Safety portfolio provides protection across three categories in multiple channels and geographies, including security and performance, identity protection, and online privacy. It also offers solutions in digital identity and access management, digital reputation, and restoration support services. It provides real-time protection for PCs, Macs and mobile devices against malware, viruses, adware, ransomware and other online threats. These offerings monitor and block unauthorized traffic from the Internet to the device to help protect private and sensitive information when customers are online. Its Norton and LifeLock identity theft protection solution includes monitoring, alerts and restoration services to help safeguard its customers personal information. Its VPN solutions provides an encrypted data tunnel."
"Viatris, Inc.",VTRS,Health Care,Pharmaceuticals Biotechnology & Life Sciences,0.03,BMWS3X9,US92556V1061,4.67,-3.4,0.26,13.35,4.6,3.88,0.75,"14,777",0.03,11/07/2024,0.68,0.68,0.75,--,BMWS3X9,VTRS.OQ,Viatris Inc,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,14896039416.96,12.38,-0.80,-1.43,-0.88,-5.42,7.59,18.71,19.00,19.00,4021476.17,12.75,NULL,4.71,3.65,0.70,-0.02,0.00,-0.21,32.20,3.88,1.93,4.70,2.63,"Viatris Inc. is a global healthcare company. The Company's segments include Developed Markets, Greater China, JANZ, and Emerging Markets. The Developed Markets segment comprises its operations primarily in North America and Europe. The Greater China segment includes its operations in China, Taiwan and Hong Kong. The JANZ segment reflects its operations in Japan, Australia, and New Zealand. The Emerging Markets segment encompasses its presence in more than 125 countries with developing markets and emerging economies, including in Asia, Africa, Eastern Europe, Latin America, and the Middle East, as well as the Company’s ARV franchise. The Company’s portfolio comprises approved molecules across a range of key therapeutic areas, including globally recognized iconic and key brands and generics, including complex products. The Company operates manufacturing sites across worldwide that produce oral solid doses, injectables and complex dosage forms."
"F5, Inc.",FFIV,Information Technology,Technology Hardware & Equipment,0.03,2427599,US3156161024,17.37,6.7,19.12,23.69,17.7,--,4.69,"14,668",0.03,10/29/2024,3.45,3.45,3.67,2.64,2427599,FFIV.OQ,F5 Inc,Information Technology,Technology Hardware & Equipment,Communications Equipment,14983717939.95,252.48,-1.23,-1.80,-0.76,0.85,14.66,46.59,41.07,41.07,208986.93,24.07,26.43,17.35,24.94,3.89,0.02,0.00,-0.02,22.46,NULL,2.53,17.36,14.55,"F5, Inc. is a multi-cloud application services and security company. The Company partners with various organizations to secure and optimize every app and application programming interface (API) anywhere - on premises, in the cloud, or at the edge. The Company's enterprise-grade application services are available as cloud-based, software-as-a-service, and software-only solutions optimized for multi-cloud environments, with modules that can run independently, or as part of an integrated solution on its high-performance appliances. The Company, through its BIG-IP, F5 NGINX and F5 Distributed Cloud Services product, offers a range of integrated, artificial intelligence- and machine learning-driven solutions that support performance and protect both legacy and modern applications and APIs across data center, cloud, and edge locations. Its products and solutions include F5 Distributed Cloud Web App and API Protection, F5 NGINX Ingress Controller, F5 BIG-IP Security, and F5 BIG-IP Systems."
"CF Industries Holdings, Inc.",CF,Materials,Materials,0.03,B0G4K50,US1252691001,14.11,2.6,28.32,36.71,13.4,2.38,2.82,"14,649",0.13,10/31/2024,1.16,1.16,1.33,5.07,B0G4K50,CF.N,CF Industries Holdings Inc,Materials,Materials,Fertilizers & Agricultural Chemicals,14748188982.75,84.03,-0.85,-1.25,-0.97,-6.28,-1.50,14.74,8.38,8.38,599105.77,19.35,13.31,14.44,5.05,2.74,-0.03,0.00,6.54,26.95,2.38,2.92,14.18,5.82,"CF Industries Holdings, Inc. is a manufacturer of hydrogen and nitrogen products. It owns and operates eight nitrogen manufacturing facilities in North America, including six nitrogen manufacturing facilities in the United States, and two in Canada. Its segments include Ammonia, Granular Urea, UAN, AN and Other. The Ammonia segment produces anhydrous ammonia (ammonia), which is the base product that it manufactures, containing 82% nitrogen and 18% hydrogen. The results of its Ammonia segment consist of sales of ammonia to external customers for its nitrogen content as a fertilizer, in emissions control and in other industrial applications. The Granular Urea segment produces granular urea, which contains 46% nitrogen. Granular urea is produced at its Donaldsonville, Port Neal, and Medicine Hat complexes. The UAN segment produces urea ammonium nitrate solution (UAN). The AN segment produces ammonium nitrate. Its Other segment includes diesel exhaust fluid, urea liquor, and nitric acid."
